n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8777916,4194304,289,0,388,9,16,280926080,0.031344,67,12,2,3
2048,2,0,34840888,4194304,912,0,1280,16,288,906511136,0.03713,61,7,3,4
2048,3,0,78188980,4194304,1985,0,2380,25,640,1946922688,0.13530199999999998,61,10,4,5
2048,4,0,138822192,4194304,3420,0,3984,36,1200,3402193504,0.46448,61,10,5,6
1024,5,0,55941804,1048576,5425,0,6188,49,2016,1361102336,0.179864,61,10,6,7
1024,6,0,80474920,1048576,8096,0,9088,64,3136,1949950368,0.2798,61,10,7,8
