n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,4223838,8388608,27,0,30,0,15,269616816,0.0182654,27,4,3,3
2048,2,0,16853280,8388608,240,0,288,0,180,774050016,0.052702000000000006,26,3,6,6
1024,3,0,9505220,2097152,768,0,864,0,600,354184800,0.039022,26,3,10,12
1024,4,0,16884496,2097152,2350,0,2550,0,1875,573230464,0.10056400000000001,26,3,15,25
512,5,0,6634373,524288,4680,0,4968,0,3780,213870408,0.049122,26,3,21,36
512,6,0,9547148,524288,8428,0,8820,0,6860,298457072,0.085152,26,3,28,49
