n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
64,1,0,354441,1572864,58,0,49,0,120,42178992,0.03931,7,8,1,1
64,2,0,2532141,1572864,324,0,317,0,664,157358352,0.045754,7,8,1,1
64,3,0,8225478,1572864,1034,0,1017,0,2104,356913000,0.06299400000000001,7,8,1,1
64,4,0,19126796,1572864,8869,0,9009,0,17804,712916472,0.21600000000000003,7,8,1,1
32,5,0,5141181,196608,24374,0,24633,0,48856,171935424,0.07707,7,8,1,1
32,6,0,8758445,196608,57890,0,58319,0,115944,280769856,0.155704,7,8,1,1
