n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,34570240,4194304,305,0,400,9,42,899974624,0.26345999999999997,69,12,2,3
2048,2,0,77783040,4194304,920,0,1280,16,302,1937122784,0.3607,61,7,3,4
2048,3,0,138280960,4194304,1993,0,2380,25,654,3389130208,0.5496000000000001,61,10,4,5
2048,4,0,216064000,4194304,3428,0,3984,36,1214,5255996896,0.9616,61,10,5,6
1024,5,0,80068608,1048576,5433,0,6188,49,2030,1940145632,0.35232,61,10,6,7
1024,6,0,108982272,1048576,8104,0,9088,64,3150,2634126816,0.42196,61,10,7,8
