n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,34570240,4194304,939,0,1200,27,268,899974624,0.16039799999999999,11,20,1,1
2048,2,0,77783040,4194304,2814,0,3840,48,1524,1937122784,0.23748,11,20,1,1
2048,3,0,138280960,4194304,6075,0,7140,75,3220,3389130208,0.37816,11,20,1,1
2048,4,0,216064000,4194304,10434,0,11952,108,5884,5255996896,0.52306,11,20,1,1
1024,5,0,80068608,1048576,16515,0,18564,147,9732,1940145632,0.192434,11,20,1,1
1024,6,0,108982272,1048576,24606,0,27264,192,14980,2634126816,0.26256,11,20,1,1
