n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,4223838,8388608,15,0,24,0,27,269616816,0.0121318,5,2,3,3
2048,2,0,16853280,8388608,72,0,84,0,108,774050016,0.040532,7,3,6,6
1024,3,0,9505220,2097152,240,0,264,0,360,354184800,0.04326,7,3,10,12
1024,4,0,16884496,2097152,750,0,800,0,1125,573230464,0.078698,7,3,15,25
512,5,0,6634373,524288,1512,0,1584,0,2268,213870408,0.024132,7,3,21,36
512,6,0,9547148,524288,2744,0,2842,0,4116,298457072,0.036952,7,3,28,49
