n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,4241430,4194304,150,0,287,9,20,169689968,0.02751,48,16,2,3
2048,2,0,16928804,4194304,456,0,768,16,144,474260672,0.088286,41,7,3,4
2048,3,0,38062130,4194304,1065,0,1435,25,320,981517840,0.13878200000000002,43,10,4,5
2048,4,0,67641408,4194304,1884,0,2412,36,600,1691494240,0.2083,43,10,5,6
1024,5,0,26618958,1048576,3045,0,3759,49,1008,656173232,0.081482,43,10,6,7
1024,6,0,38320220,1048576,4608,0,5536,64,1568,937056768,0.121874,43,10,7,8
