n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8482860,4194304,1104,0,1552,16,144,339347296,0.09735200000000001,108,12,2,4
2048,2,0,33857608,4194304,3660,0,5160,36,936,1151412960,0.29196,108,7,3,6
2048,3,0,76124260,4194304,8416,0,10304,64,2048,2504003168,0.621,108,10,4,8
2048,4,0,135282816,4194304,14940,0,17880,100,3800,4397150688,1.10356,108,10,5,10
1024,5,0,53237916,1048576,24096,0,28320,144,6336,1720931680,0.45336,108,10,6,12
1024,6,0,76640440,1048576,36316,0,42056,196,9800,2469865696,0.65536,108,10,7,14
