n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
64,1,0,986805,1572864,102,0,131,1,48,56743584,0.018953400000000002,60,1,4,1
64,2,0,7229457,1572864,885,0,1007,1,612,269481792,0.035570000000000004,67,3,10,4
64,3,0,23692146,1572864,5565,0,5967,1,4212,727500888,0.080592,67,3,20,14
64,4,0,55339014,1572864,16005,0,16687,1,12612,1581397560,0.180056,67,3,35,24
32,5,0,14605293,196608,130521,0,134031,1,105012,398931696,0.13106,67,3,56,125
32,6,0,24948708,196608,334389,0,340447,1,272172,669193752,0.31911999999999996,67,3,84,216
