n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8777916,4194304,181,0,340,9,16,280926080,0.026916000000000002,59,12,2,3
2048,2,0,34840888,4194304,720,0,1152,16,288,906511136,0.10579000000000001,57,7,3,4
2048,3,0,78188980,4194304,1685,0,2180,25,640,1946922688,0.186936,57,10,4,5
2048,4,0,138822192,4194304,2988,0,3696,36,1200,3402193504,0.35458,57,10,5,6
1024,5,0,55941804,1048576,4837,0,5796,49,2016,1361102336,0.11781,57,10,6,7
1024,6,0,80474920,1048576,7328,0,8576,64,3136,1949950368,0.163122,57,10,7,8
