n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8524660,8388608,12,0,12,0,12,305255136,0.0108948,29,1,3,1
2048,2,0,33912428,8388608,168,0,207,0,144,912786016,0.048514,32,3,6,3
1024,3,0,19209962,2097152,528,0,606,0,480,433735904,0.035094,32,3,10,6
1024,4,0,34088834,2097152,1536,0,1692,0,1440,713740896,0.10346599999999999,32,3,15,12
512,5,0,13496466,524288,4400,0,4725,0,4200,270743056,0.037104,32,3,21,25
512,6,0,19407024,524288,8352,0,8820,0,8064,379992048,0.054874,32,3,28,36
