n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
64,1,0,332025,1572864,32,0,40,0,48,38446824,0.0023374,14,3,4,4
64,2,0,2423645,1572864,280,0,308,0,420,134827304,0.01386,14,3,10,14
64,3,0,7933296,1572864,960,0,1008,0,1440,285896280,0.024072,14,3,20,24
64,4,0,18519397,1572864,8750,0,9000,0,13125,549645736,0.197004,14,3,35,125
32,5,0,4871911,196608,24192,0,24624,0,36288,126357448,0.079778,14,3,56,216
32,6,0,8321853,196608,57624,0,58310,0,86436,203576616,0.23962,14,3,84,343
