n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8524660,8388608,12,0,12,0,12,373452416,0.0109324,29,1,3,1
2048,2,0,33912428,8388608,168,0,207,0,144,1184085440,0.033742,32,3,6,3
1024,3,0,19209962,2097152,528,0,606,0,480,587415600,0.0170068,32,3,10,6
1024,4,0,34088834,2097152,1536,0,1692,0,1440,986451568,0.036658,32,3,15,12
512,5,0,13496466,524288,4400,0,4725,0,4200,378714784,0.012285,32,3,21,25
512,6,0,19407024,524288,8352,0,8820,0,8064,535248240,0.020396,32,3,28,36
