n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,8447676,8388608,12,0,12,0,12,438570464,0.045290000000000004,70,1,3,1
2048,2,0,33706560,8388608,780,0,918,0,480,1448181344,0.38256,75,3,6,6
1024,3,0,19010440,2097152,4450,0,5025,0,3200,734393728,0.5003,75,3,10,25
1024,4,0,33768992,2097152,11662,0,12789,0,9212,1248610432,1.07446,75,3,15,49
512,5,0,13268746,524288,25110,0,26973,0,21060,479245456,0.45255999999999996,75,3,21,81
512,6,0,19094296,524288,47674,0,50457,0,41624,680343120,0.72468,75,3,28,121
