n,p,f,dof,cell,add,sub,mul,div,mem,byte,time,ninst,nloops,extend_dof,extend_quad
2048,1,0,4236712,8388608,20,0,30,0,35,270131776,0.081126,3,2,3,3
2048,2,0,16887726,8388608,77,0,90,0,116,775082704,0.09264,5,3,6,6
1024,3,0,9544972,2097152,245,0,270,0,368,355265248,0.03846,5,3,10,12
1024,4,0,16948208,2097152,755,0,806,0,1133,574885952,0.06652,5,3,15,25
512,5,0,6670040,524288,1517,0,1590,0,2276,214774688,0.023582,5,3,21,36
512,6,0,9596130,524288,2749,0,2848,0,4124,299680912,0.027708,5,3,28,49
